PROJECT_ID,PROJECT_NAME,PROJECT_CUSTOMER,PROJECT_VERTICAL,PROJECT_EXECUTION_UNIT,PROJECT_TYPE,PROJECT_STATUS,PROJECT_MANAGER_ID,PROJECT_MANAGER_NAME,ASDM_NUMBER,ASDM_NAME,PM_STATUS,BILLING_CYCLE_START_DATE,BILLING_CYCLE_END_DATE,Vertical,Unit,Commercial Model
PID_1100,PRJ_1100,CUST_20,PRJ_Vert_03,PRJ_Exec_03,Standard Billable,Active,PM_28,Project_Manager_28,ASDM_20,Account_Service_Delivery_Manager_20,Confirmed,01-03-2026,31-03-2026,Vertical_03,Unit_01,Commercial_Model_04
PID_1199,PRJ_1199,CUST_266,PRJ_Vert_01,PRJ_Exec_26,Standard Billable,Active,PM_366,Project_Manager_366,ASDM_31,Account_Service_Delivery_Manager_31,Confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_02,Commercial_Model_02
PID_1200,PRJ_1200,CUST_32,PRJ_Vert_05,PRJ_Exec_09,Standard Billable,Active,PM_522,Project_Manager_522,ASDM_33,Account_Service_Delivery_Manager_33,Confirmed,01-03-2026,31-03-2026,Vertical_05,Unit_01,Commercial_Model_04
PID_1201,PRJ_1201,CUST_201,PRJ_Vert_01,PRJ_Exec_01,Standard Billable,Active,PM_268,Project_Manager_268,ASDM_74,Account_Service_Delivery_Manager_73,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_02
PID_1202,PRJ_1202,CUST_43,PRJ_Vert_02,PRJ_Exec_06,Standard Billable,Active,PM_48,Project_Manager_48,ASDM_06,Account_Service_Delivery_Manager_06,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_05
PID_1203,PRJ_1203,CUST_99,PRJ_Vert_05,PRJ_Exec_09,Standard Billable,Active,PM_523,Project_Manager_523,ASDM_75,Account_Service_Delivery_Manager_74,Confirmed,01-03-2026,31-03-2026,Vertical_05,Unit_01,Commercial_Model_02
PID_926,PRJ_926,CUST_119,PRJ_Vert_02,PRJ_Exec_02,Standard Billable,Active,PM_144,Project_Manager_144,ASDM_59,Account_Service_Delivery_Manager_58,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_04
PID_1204,PRJ_1204,CUST_113,PRJ_Vert_01,PRJ_Exec_01,Standard Billable,Active,PM_138,Project_Manager_138,ASDM_79,Account_Service_Delivery_Manager_78,Confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_04
PID_1205,PRJ_1205,CUST_186,PRJ_Vert_04,PRJ_Exec_34,Standard Billable,Active,PM_239,Project_Manager_239,ASDM_10,Account_Service_Delivery_Manager_10,Confirmed,01-03-2026,31-03-2026,Vertical_04,Unit_01,Commercial_Model_02
PID_1206,PRJ_1206,CUST_342,PRJ_Vert_02,PRJ_Exec_06,Standard Billable,Active,PM_524,Project_Manager_524,ASDM_103,Account_Service_Delivery_Manager_102,Confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_04
PID_1207,PRJ_1207,CUST_181,PRJ_Vert_05,PRJ_Exec_16,Standard Billable,Active,PM_230,Project_Manager_230,ASDM_76,Account_Service_Delivery_Manager_75,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_05,Unit_01,Commercial_Model_04
PID_1208,PRJ_1208,CUST_106,PRJ_Vert_06,PRJ_Exec_12,Standard Billable,Active,PM_129,Project_Manager_129,ASDM_14,Account_Service_Delivery_Manager_14,Confirmed,01-03-2026,31-03-2026,Vertical_06,Unit_01,Commercial_Model_02
PID_1209,PRJ_1209,CUST_12,PRJ_Vert_03,PRJ_Exec_03,Standard Billable,Active,PM_333,Project_Manager_333,ASDM_20,Account_Service_Delivery_Manager_20,Confirmed,01-03-2026,31-03-2026,Vertical_03,Unit_01,Commercial_Model_04
PID_1210,PRJ_1210,CUST_13,PRJ_Vert_06,PRJ_Exec_11,Standard Billable,Active,PM_525,Project_Manager_525,ASDM_13,Account_Service_Delivery_Manager_13,Confirmed,01-03-2026,31-03-2026,Vertical_06,Unit_01,Commercial_Model_02
PID_1212,PRJ_1212,CUST_323,PRJ_Vert_02,PRJ_Exec_15,Standard Billable,Active,PM_295,Project_Manager_295,ASDM_77,Account_Service_Delivery_Manager_76,Confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_04
PID_1715,PRJ_1715,CUST_32,PRJ_Vert_05,PRJ_Exec_09,Customer Non Billable,Active,PM_364,Project_Manager_364,ASDM_131,Account_Service_Delivery_Manager_130,Confirmed,01-03-2026,31-03-2026,Vertical_05,Unit_01,Commercial_Model_05
PID_1213,PRJ_1213,CUST_265,PRJ_Vert_01,PRJ_Exec_20,Standard Billable,Active,PM_70,Project_Manager_70,ASDM_57,Account_Service_Delivery_Manager_57,Confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_04
PID_1214,PRJ_1214,CUST_343,PRJ_Vert_05,PRJ_Exec_09,Standard Billable,Active,PM_177,Project_Manager_177,ASDM_42,Account_Service_Delivery_Manager_42,Confirmed,01-03-2026,31-03-2026,Vertical_05,Unit_01,Commercial_Model_05
PID_1215,PRJ_1215,CUST_47,PRJ_Vert_01,PRJ_Exec_16,Standard Billable,Active,PM_165,Project_Manager_165,ASDM_45,Account_Service_Delivery_Manager_45,Confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_02
PID_1216,PRJ_1216,CUST_120,PRJ_Vert_02,PRJ_Exec_23,Standard Billable,Active,PM_150,Project_Manager_150,ASDM_60,Account_Service_Delivery_Manager_59,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_01
PID_1217,PRJ_1217,CUST_205,PRJ_Vert_01,PRJ_Exec_01,Standard Billable,Active,PM_01,Project_Manager_01,ASDM_01,Account_Service_Delivery_Manager_01,Confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_04
PID_1218,PRJ_1218,CUST_31,PRJ_Vert_02,PRJ_Exec_05,Standard Billable,Active,PM_33,Project_Manager_33,ASDM_73,Account_Service_Delivery_Manager_72,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_04
PID_1219,PRJ_1219,CUST_344,PRJ_Vert_02,PRJ_Exec_15,Standard Billable,Active,PM_357,Project_Manager_357,ASDM_84,Account_Service_Delivery_Manager_83,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_01
PID_1220,PRJ_1220,CUST_345,PRJ_Vert_04,PRJ_Exec_08,Standard Billable,Active,PM_526,Project_Manager_526,ASDM_09,Account_Service_Delivery_Manager_09,Confirmed,01-03-2026,31-03-2026,Vertical_04,Unit_01,Commercial_Model_04
PID_1221,PRJ_1221,CUST_111,PRJ_Vert_04,PRJ_Exec_08,Standard Billable,Active,PM_136,Project_Manager_136,ASDM_78,Account_Service_Delivery_Manager_77,Confirmed,01-03-2026,31-03-2026,Vertical_04,Unit_01,Commercial_Model_02
PID_1222,PRJ_1222,CUST_201,PRJ_Vert_01,PRJ_Exec_01,Standard Billable,Active,PM_268,Project_Manager_268,ASDM_74,Account_Service_Delivery_Manager_73,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_02
PID_1223,PRJ_1223,CUST_198,PRJ_Vert_05,PRJ_Exec_26,Standard Billable,Active,PM_483,Project_Manager_483,ASDM_101,Account_Service_Delivery_Manager_100,Confirmed,01-03-2026,31-03-2026,Vertical_05,Unit_02,Commercial_Model_04
PID_559,PRJ_559,CUST_232,PRJ_Vert_04,PRJ_Exec_08,Standard Billable,Active,PM_240,Project_Manager_240,ASDM_105,Account_Service_Delivery_Manager_104,Confirmed,01-03-2026,31-03-2026,Vertical_04,Unit_01,Commercial_Model_04
PID_947,PRJ_947,CUST_305,PRJ_Vert_02,PRJ_Exec_02,Standard Billable,Active,PM_144,Project_Manager_144,ASDM_59,Account_Service_Delivery_Manager_58,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_04
PID_413,PRJ_413,CUST_121,PRJ_Vert_01,PRJ_Exec_24,Standard Billable,Active,PM_146,Project_Manager_146,ASDM_81,Account_Service_Delivery_Manager_80,Confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_02
PID_577,PRJ_577,CUST_125,PRJ_Vert_04,PRJ_Exec_31,Standard Billable,Active,PM_136,Project_Manager_136,ASDM_78,Account_Service_Delivery_Manager_77,Confirmed,01-03-2026,31-03-2026,Vertical_04,Unit_01,Commercial_Model_02
PID_1227,PRJ_1227,CUST_261,PRJ_Vert_01,PRJ_Exec_01,Standard Billable,Active,PM_268,Project_Manager_268,ASDM_74,Account_Service_Delivery_Manager_73,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_05
PID_1228,PRJ_1228,CUST_347,PRJ_Vert_07,PRJ_Exec_07,Standard Billable,Active,PM_456,Project_Manager_456,ASDM_08,Account_Service_Delivery_Manager_08,Confirmed,01-03-2026,31-03-2026,Vertical_07,Unit_02,Commercial_Model_02
PID_1230,PRJ_1230,CUST_02,PRJ_Vert_02,PRJ_Exec_02,Standard Billable,Active,PM_528,Project_Manager_528,ASDM_02,Account_Service_Delivery_Manager_02,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_05
PID_1195,PRJ_1195,CUST_341,PRJ_Vert_06,PRJ_Exec_29,Standard Billable,Active,PM_108,Project_Manager_108,ASDM_66,Account_Service_Delivery_Manager_65,Confirmed,01-03-2026,31-03-2026,Vertical_06,Unit_01,Commercial_Model_04
PID_1232,PRJ_1232,CUST_80,PRJ_Vert_02,PRJ_Exec_06,Standard Billable,Active,PM_96,Project_Manager_96,ASDM_06,Account_Service_Delivery_Manager_06,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_04
PID_1233,PRJ_1233,CUST_349,PRJ_Vert_01,PRJ_Exec_01,Standard Billable,Active,PM_01,Project_Manager_01,ASDM_01,Account_Service_Delivery_Manager_01,Confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_04
PID_1234,PRJ_1234,CUST_38,PRJ_Vert_03,PRJ_Exec_03,Standard Billable,Active,PM_42,Project_Manager_42,ASDM_40,Account_Service_Delivery_Manager_40,Confirmed,01-03-2026,31-03-2026,Vertical_03,Unit_01,Commercial_Model_01
PID_1235,PRJ_1235,CUST_198,PRJ_Vert_05,PRJ_Exec_09,Standard Billable,Active,PM_257,Project_Manager_257,ASDM_75,Account_Service_Delivery_Manager_74,Confirmed,01-03-2026,31-03-2026,Vertical_05,Unit_01,Commercial_Model_04
PID_1236,PRJ_1236,CUST_33,PRJ_Vert_02,PRJ_Exec_26,Standard Billable,Active,PM_529,Project_Manager_529,ASDM_132,Account_Service_Delivery_Manager_131,Confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_02,Commercial_Model_03
PID_1237,PRJ_1237,CUST_133,PRJ_Vert_05,PRJ_Exec_09,Standard Billable,Active,PM_127,Project_Manager_127,ASDM_76,Account_Service_Delivery_Manager_75,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_05,Unit_01,Commercial_Model_04
PID_693,PRJ_693,CUST_32,PRJ_Vert_05,PRJ_Exec_09,Customer Non Billable,Active,PM_364,Project_Manager_364,ASDM_131,Account_Service_Delivery_Manager_130,Confirmed,01-03-2026,31-03-2026,Vertical_05,Unit_01,Commercial_Model_05
PID_1239,PRJ_1239,CUST_205,PRJ_Vert_01,PRJ_Exec_01,Standard Billable,Active,PM_01,Project_Manager_01,ASDM_01,Account_Service_Delivery_Manager_01,Confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_04
PID_1984,PRJ_1984,CUST_31,PRJ_Vert_02,PRJ_Exec_23,Standard Billable,Active,PM_111,Project_Manager_111,ASDM_73,Account_Service_Delivery_Manager_72,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_04
PID_1240,PRJ_1240,CUST_172,PRJ_Vert_01,PRJ_Exec_45,Standard Billable,Active,PM_530,Project_Manager_530,ASDM_28,Account_Service_Delivery_Manager_28,Confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_01
PID_1986,PRJ_1986,CUST_185,PRJ_Vert_05,PRJ_Exec_27,Standard Billable,Active,PM_236,Project_Manager_236,ASDM_97,Account_Service_Delivery_Manager_96,Confirmed,01-03-2026,31-03-2026,Vertical_05,Unit_01,Commercial_Model_04
PID_1241,PRJ_1241,CUST_89,PRJ_Vert_03,PRJ_Exec_03,Standard Billable,Active,PM_105,Project_Manager_105,ASDM_70,Account_Service_Delivery_Manager_69,Confirmed,01-03-2026,31-03-2026,Vertical_03,Unit_01,Commercial_Model_04
PID_1242,PRJ_1242,CUST_132,PRJ_Vert_01,PRJ_Exec_24,Standard Billable,Active,PM_158,Project_Manager_158,ASDM_87,Account_Service_Delivery_Manager_86,Confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_04
PID_1243,PRJ_1243,CUST_24,PRJ_Vert_01,PRJ_Exec_13,Standard Billable,Active,PM_24,Project_Manager_24,ASDM_24,Account_Service_Delivery_Manager_24,Confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_02,Commercial_Model_04
PID_196,PRJ_196,CUST_127,PRJ_Vert_01,PRJ_Exec_17,Standard Billable,Active,PM_151,Project_Manager_151,ASDM_83,Account_Service_Delivery_Manager_82,Confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_02,Commercial_Model_02
PID_1245,PRJ_1245,CUST_350,PRJ_Vert_02,PRJ_Exec_15,Standard Billable,Active,PM_531,Project_Manager_531,ASDM_22,Account_Service_Delivery_Manager_22,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_04
PID_1246,PRJ_1246,CUST_76,PRJ_Vert_08,PRJ_Exec_55,Standard Billable,Active,PM_521,Project_Manager_521,ASDM_63,Account_Service_Delivery_Manager_62,Confirmed,01-03-2026,31-03-2026,Vertical_08,Unit_01,Commercial_Model_04
PID_1247,PRJ_1247,CUST_159,PRJ_Vert_02,PRJ_Exec_19,Standard Billable,Active,PM_202,Project_Manager_202,ASDM_30,Account_Service_Delivery_Manager_30,Confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_02
PID_1248,PRJ_1248,CUST_94,PRJ_Vert_01,PRJ_Exec_16,Standard Billable,Active,PM_259,Project_Manager_259,ASDM_45,Account_Service_Delivery_Manager_45,Confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_04
PID_1249,PRJ_1249,CUST_38,PRJ_Vert_03,PRJ_Exec_03,Standard Billable,Active,PM_42,Project_Manager_42,ASDM_40,Account_Service_Delivery_Manager_40,Confirmed,01-03-2026,31-03-2026,Vertical_03,Unit_01,Commercial_Model_01
PID_1250,PRJ_1250,CUST_137,PRJ_Vert_05,PRJ_Exec_16,Standard Billable,Active,PM_475,Project_Manager_475,ASDM_89,Account_Service_Delivery_Manager_88,Confirmed,01-03-2026,31-03-2026,Vertical_05,Unit_01,Commercial_Model_04
PID_1251,PRJ_1251,CUST_62,PRJ_Vert_06,PRJ_Exec_32,Standard Billable,Active,PM_139,Project_Manager_139,ASDM_56,Account_Service_Delivery_Manager_56,Confirmed,01-03-2026,31-03-2026,Vertical_06,Unit_01,Commercial_Model_02
PID_1252,PRJ_1252,CUST_62,PRJ_Vert_06,PRJ_Exec_32,Standard Billable,Active,PM_139,Project_Manager_139,ASDM_56,Account_Service_Delivery_Manager_56,Confirmed,01-03-2026,31-03-2026,Vertical_06,Unit_01,Commercial_Model_01
PID_1253,PRJ_1253,CUST_315,PRJ_Vert_08,PRJ_Exec_26,Standard Billable,Active,PM_369,Project_Manager_369,ASDM_125,Account_Service_Delivery_Manager_124,Confirmed,01-03-2026,31-03-2026,Vertical_08,Unit_02,Commercial_Model_01
PID_1254,PRJ_1254,CUST_91,PRJ_Vert_02,PRJ_Exec_19,Standard Billable,Active,PM_71,Project_Manager_71,ASDM_58,Account_Service_Delivery_Manager_50,Confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_02
PID_1998,PRJ_1998,CUST_167,PRJ_Vert_02,PRJ_Exec_02,Standard Billable,Active,PM_144,Project_Manager_144,,,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_01
PID_1256,PRJ_1256,CUST_59,PRJ_Vert_08,PRJ_Exec_05,Standard Billable,Active,PM_532,Project_Manager_532,ASDM_54,Account_Service_Delivery_Manager_54,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_08,Unit_01,Commercial_Model_02
PID_1257,PRJ_1257,CUST_133,PRJ_Vert_05,PRJ_Exec_09,Standard Billable,Active,PM_252,Project_Manager_252,ASDM_76,Account_Service_Delivery_Manager_75,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_05,Unit_01,Commercial_Model_04
PID_1258,PRJ_1258,CUST_82,PRJ_Vert_06,PRJ_Exec_29,Standard Billable,Active,PM_108,Project_Manager_108,ASDM_66,Account_Service_Delivery_Manager_65,Confirmed,01-03-2026,31-03-2026,Vertical_06,Unit_01,Commercial_Model_04
PID_2000,PRJ_2000,CUST_120,PRJ_Vert_02,PRJ_Exec_23,Standard Billable,Active,PM_262,Project_Manager_262,ASDM_60,Account_Service_Delivery_Manager_59,Confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_02
PID_1259,PRJ_1259,CUST_27,PRJ_Vert_03,PRJ_Exec_03,Standard Billable,Active,PM_533,Project_Manager_533,ASDM_27,Account_Service_Delivery_Manager_27,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_03,Unit_01,Commercial_Model_04
PID_1260,PRJ_1260,CUST_39,PRJ_Vert_01,PRJ_Exec_05,Standard Billable,Active,PM_44,Project_Manager_44,ASDM_41,Account_Service_Delivery_Manager_41,Confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_02
PID_1261,PRJ_1261,CUST_01,PRJ_Vert_01,PRJ_Exec_26,Standard Billable,Active,PM_534,Project_Manager_534,ASDM_133,Account_Service_Delivery_Manager_132,Confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_02,Commercial_Model_01
PID_1263,PRJ_1263,CUST_351,PRJ_Vert_01,PRJ_Exec_49,Standard Billable,Active,PM_535,Project_Manager_535,ASDM_39,Account_Service_Delivery_Manager_39,Confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_01
PID_2002,PRJ_2002,CUST_202,PRJ_Vert_05,PRJ_Exec_09,Standard Billable,Active,PM_276,Project_Manager_276,ASDM_76,Account_Service_Delivery_Manager_75,Confirmed,01-03-2026,31-03-2026,Vertical_05,Unit_01,Commercial_Model_04
PID_1265,PRJ_1265,CUST_204,PRJ_Vert_05,PRJ_Exec_09,Standard Billable,Active,PM_537,Project_Manager_537,ASDM_76,Account_Service_Delivery_Manager_75,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_05,Unit_01,Commercial_Model_04
PID_1266,PRJ_1266,CUST_352,PRJ_Vert_07,PRJ_Exec_39,Standard Billable,Active,PM_68,Project_Manager_68,ASDM_16,Account_Service_Delivery_Manager_16,Confirmed,01-03-2026,31-03-2026,Vertical_07,Unit_01,Commercial_Model_04
PID_1267,PRJ_1267,CUST_47,PRJ_Vert_01,PRJ_Exec_24,Standard Billable,Active,PM_159,Project_Manager_159,ASDM_45,Account_Service_Delivery_Manager_45,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_04
PID_1268,PRJ_1268,CUST_137,PRJ_Vert_05,PRJ_Exec_16,Standard Billable,Active,PM_167,Project_Manager_167,ASDM_89,Account_Service_Delivery_Manager_88,Confirmed,01-03-2026,31-03-2026,Vertical_05,Unit_01,Commercial_Model_04
PID_1269,PRJ_1269,CUST_315,PRJ_Vert_08,PRJ_Exec_26,Standard Billable,Active,PM_369,Project_Manager_369,ASDM_125,Account_Service_Delivery_Manager_124,Confirmed,01-03-2026,31-03-2026,Vertical_08,Unit_02,Commercial_Model_01
PID_1270,PRJ_1270,CUST_72,PRJ_Vert_01,PRJ_Exec_01,Standard Billable,Active,PM_86,Project_Manager_86,ASDM_79,Account_Service_Delivery_Manager_78,Confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_01
PID_1271,PRJ_1271,CUST_247,PRJ_Vert_01,PRJ_Exec_24,Standard Billable,Active,PM_350,Project_Manager_350,ASDM_52,Account_Service_Delivery_Manager_52,Confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_02
PID_1273,PRJ_1273,CUST_30,PRJ_Vert_01,PRJ_Exec_26,Standard Billable,Active,PM_539,Project_Manager_539,ASDM_101,Account_Service_Delivery_Manager_100,Confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_02,Commercial_Model_04
PID_1274,PRJ_1274,CUST_108,PRJ_Vert_02,PRJ_Exec_15,Standard Billable,Active,PM_153,Project_Manager_153,ASDM_21,Account_Service_Delivery_Manager_21,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_01
PID_1276,PRJ_1276,CUST_126,PRJ_Vert_04,PRJ_Exec_34,Standard Billable,Active,PM_540,Project_Manager_540,ASDM_10,Account_Service_Delivery_Manager_10,Confirmed,01-03-2026,31-03-2026,Vertical_04,Unit_01,Commercial_Model_04
PID_1277,PRJ_1277,CUST_164,PRJ_Vert_03,PRJ_Exec_03,Standard Billable,Active,PM_171,Project_Manager_171,ASDM_20,Account_Service_Delivery_Manager_20,Confirmed,01-03-2026,31-03-2026,Vertical_03,Unit_01,Commercial_Model_01
PID_1278,PRJ_1278,CUST_354,PRJ_Vert_02,PRJ_Exec_15,Standard Billable,Active,PM_541,Project_Manager_541,ASDM_77,Account_Service_Delivery_Manager_76,Confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_02
PID_1279,PRJ_1279,CUST_67,PRJ_Vert_02,PRJ_Exec_23,Standard Billable,Active,PM_253,Project_Manager_253,ASDM_59,Account_Service_Delivery_Manager_58,Confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_01
PID_1280,PRJ_1280,CUST_189,PRJ_Vert_03,PRJ_Exec_03,Standard Billable,Active,PM_448,Project_Manager_448,ASDM_46,Account_Service_Delivery_Manager_46,Confirmed,01-03-2026,31-03-2026,Vertical_03,Unit_01,Commercial_Model_01
PID_1281,PRJ_1281,CUST_108,PRJ_Vert_02,PRJ_Exec_15,Standard Billable,Active,PM_153,Project_Manager_153,ASDM_21,Account_Service_Delivery_Manager_21,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_01
PID_725,PRJ_725,CUST_119,PRJ_Vert_02,PRJ_Exec_02,Standard Billable,Active,PM_375,Project_Manager_375,ASDM_59,Account_Service_Delivery_Manager_58,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_04
PID_1282,PRJ_1282,CUST_42,PRJ_Vert_05,PRJ_Exec_30,Standard Billable,Active,PM_219,Project_Manager_219,ASDM_98,Account_Service_Delivery_Manager_97,Confirmed,01-03-2026,31-03-2026,Vertical_05,Unit_02,Commercial_Model_04
PID_1283,PRJ_1283,CUST_108,PRJ_Vert_02,PRJ_Exec_15,Standard Billable,Active,PM_153,Project_Manager_153,ASDM_21,Account_Service_Delivery_Manager_21,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_01
PID_1783,PRJ_1783,CUST_410,PRJ_Vert_10,PRJ_Exec_57,Standard Billable,Active,PM_01,Project_Manager_01,,,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_05
PID_1284,PRJ_1284,CUST_355,PRJ_Vert_05,PRJ_Exec_09,Standard Billable,Active,PM_542,Project_Manager_542,ASDM_134,Account_Service_Delivery_Manager_133,Confirmed,01-03-2026,31-03-2026,Vertical_05,Unit_01,Commercial_Model_01
PID_1285,PRJ_1285,CUST_205,PRJ_Vert_01,PRJ_Exec_01,Standard Billable,Active,PM_01,Project_Manager_01,ASDM_01,Account_Service_Delivery_Manager_01,Confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_05
PID_1286,PRJ_1286,CUST_52,PRJ_Vert_02,PRJ_Exec_15,Standard Billable,Active,PM_419,Project_Manager_419,ASDM_121,Account_Service_Delivery_Manager_120,Confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_01
PID_1287,PRJ_1287,CUST_176,PRJ_Vert_02,PRJ_Exec_02,Standard Billable,Active,PM_374,Project_Manager_374,ASDM_02,Account_Service_Delivery_Manager_02,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_04
PID_1545,PRJ_1545,CUST_119,PRJ_Vert_02,PRJ_Exec_02,Standard Billable,Active,PM_375,Project_Manager_375,ASDM_59,Account_Service_Delivery_Manager_58,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_04
PID_1288,PRJ_1288,CUST_356,PRJ_Vert_07,PRJ_Exec_39,Standard Billable,Active,PM_68,Project_Manager_68,ASDM_16,Account_Service_Delivery_Manager_16,Confirmed,01-03-2026,31-03-2026,Vertical_07,Unit_01,Commercial_Model_01
PID_1289,PRJ_1289,CUST_113,PRJ_Vert_01,PRJ_Exec_01,Standard Billable,Active,PM_138,Project_Manager_138,ASDM_79,Account_Service_Delivery_Manager_78,Confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_04
PID_1290,PRJ_1290,CUST_111,PRJ_Vert_04,PRJ_Exec_38,Standard Billable,Active,PM_136,Project_Manager_136,ASDM_78,Account_Service_Delivery_Manager_77,Confirmed,01-03-2026,31-03-2026,Vertical_04,Unit_01,Commercial_Model_02
PID_1291,PRJ_1291,CUST_113,PRJ_Vert_01,PRJ_Exec_01,Standard Billable,Active,PM_138,Project_Manager_138,ASDM_79,Account_Service_Delivery_Manager_78,Confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_04
PID_1292,PRJ_1292,CUST_113,PRJ_Vert_01,PRJ_Exec_01,Standard Billable,Active,PM_138,Project_Manager_138,ASDM_79,Account_Service_Delivery_Manager_78,Confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_04
PID_1838,PRJ_1838,CUST_282,PRJ_Vert_01,PRJ_Exec_05,Standard Billable,Active,PM_94,Project_Manager_94,ASDM_64,Account_Service_Delivery_Manager_63,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_02
PID_1293,PRJ_1293,CUST_215,PRJ_Vert_05,PRJ_Exec_09,Standard Billable,Active,PM_543,Project_Manager_543,ASDM_112,Account_Service_Delivery_Manager_111,Confirmed,01-03-2026,31-03-2026,Vertical_05,Unit_01,Commercial_Model_04
PID_1294,PRJ_1294,CUST_12,PRJ_Vert_03,PRJ_Exec_10,Standard Billable,Active,PM_12,Project_Manager_12,ASDM_12,Account_Service_Delivery_Manager_12,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_03,Unit_02,Commercial_Model_02
PID_1295,PRJ_1295,CUST_125,PRJ_Vert_04,PRJ_Exec_31,Standard Billable,Active,PM_136,Project_Manager_136,ASDM_78,Account_Service_Delivery_Manager_77,Confirmed,01-03-2026,31-03-2026,Vertical_04,Unit_01,Commercial_Model_02
